Luke Hornby, 00:32:35
Andrew Pickford, 00:33:57
Becky Hansen, 00:35:28
James Pattison, 00:35:37
Paul Abraham, 00:37:59
Sarah King, 00:38:28
Alana Dunn, 00:38:44
Tom Brown, 00:38:58
Ruth Tidd, 00:41:47
Darren Martin, 00:43:48
Beverley Jackson, 00:47:05
Damian Utton, 00:50:22
Hugh McKenna, 01:06:42
